Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
2 paquetes de yerba mate playadito 1 paquete de yerba mate Liebig. 1 paquete de yerba mate Piporé. 1 paquete de harina Ramírez. 1 pote de dulce de leche Manfrey. 1 salamin frutas, vino Los Helechos Jarro Logo UCAL Bolsa AVALIAN, Bolsa ACA;Collomb Marcelo;Presidente;Ministerio de Capital Humano;2024-09-10;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;INAES;CONFEDERACION INTERCOOPERATIVA AGROPECUARIA (CONINAGRO) COOP LTDA
Obsequio de cortesía: Adorno protocolar - Presidente del parlamento Israelí (Knesset) Amir Ohana;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-20;Inferior a 4 módulos.;;Parlamento Israelí
"Un (1) libro: ""Voces de una patria en la Cruz del Sur""";Milei Karina Elizabeth;Secretaria Gral de Presidencia;Secretaría General;2024-09-09;Inferior a 4 módulos.;Casa de Gobierno;Milani Orlando
"Un (1) Botellón de vino tinto ""La Isabel Estate""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;y Huentala Wines Equipo de Grupo Huentala, Huentala Hotel, Sheraton Mendoza Hotel, Hualta Hotel by Hilton
"Una (1) Botella de vino tinto ""Trapiche""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Provincia de Mendoza Alfredo CORNEJO-Gobernador de la
Una (1) réplica conmemorativa de una moneda acuñada en Potosí;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Presidente de IAEF Diego CAZORLA
Obsequio de Cortesía: Mate - Club Del Petróleo;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-17;Inferior a 4 módulos.;;Club Del Petróleo
Un (1) Paquete de Palmeritas;Milei Karina;Secretaria Gral de Presidencia;Secretaría General;2024-09-06;Inferior a 4 módulos.;Casa de Gobierno;"Confitería ""La Pichona"" Georgina Medaura - Panadería y"
Un (1) Paquete de Palmeritas;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-06;Inferior a 4 módulos.;Casa de Gobierno;"Confitería ""La Pichona"" Georgina Medaura - Panadería y"
"Un (1) libro : ""Los Valores del Ser y ¡se puede trabajar por la justicia?""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Gaviola Jorge Antonio
"Una (1) Revista: ""Población, desarrollo y derechos en América Latina y el Caribe""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-03;Inferior a 4 módulos.;Residencia Presidencial de Olivos;CEPAL Naciones Unidas
Una (1) Regadera decorativa tallada;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-03;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Ministro de India S.E. Narendra Modi- Primer
"Un (1) libro: "" Propuestas para un Desarrollo Productivo Federal, sustentable e inclusivo""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-09-02;Inferior a 4 módulos.;Residencia Presidencial de Olivos;de la UIA Daniel FUNES DE RIOJA- Presidente
"Un (1) libro: ""Milei, Conexiones filosóficas""";Milei Karina;Secretaria Gral de Presidencia;Secretaría General;2024-08-30;Inferior a 4 módulos.;Casa de Gobierno;María José Carabajal Franco Andres Carcedo
"Un (1) libro: ""Milei, Conexiones filosóficas""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;María José Carabajal Franco Andres Carcedo
"Dos (2) Revistas : ""Panorama Fiscal de América Latina y el Caribe 2024""/ ""Comisión económica para América latina y El Caribe""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-29;Inferior a 4 módulos.;Residencia Presidencial de Olivos;CEPAL Naciones Unidas-
Un (1) Billete de Loteria Naciona de Navidad 22 de Diciembre 2024- España;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-29;Inferior a 4 módulos.;Residencia Presidencial de Olivos;2024- España Lotería Nacional de Navidad
Obsequio de Cortesía: Libro - Giuliano da Empoli, El Mago del Kremlin - Martin Goerling;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-11;Inferior a 4 módulos.;;Goerling Martin
Traducción comentada de El Corán, tapa dura color bordó con letras doradas, de 513 páginas y medidas 21,5 x 14 cm.;Sotelo Larcher Nahuel;Secretario de Culto y Civilización;Secretaría de Culto;2024-09-04;Inferior a 4 módulos.;Secretaría de Culto y Civilización;Centro Islámico de la República Argentina
"Un (1) libro: "" Un puñado de murmullos""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-28;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Empresariales y Sociales) Hernán O´Donell - Director del Departamento de Deportes de UCES (Universidad de Ciencias
"Un (1) Cuadro ""Una luz en las Tinieblas""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-27;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Salcedo Marcela
Una (1) Ceramica pintada con la Casa de Tucumán;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-27;Inferior a 4 módulos.;Residencia Presidencial de Olivos;"Artesanias ""Sury"" Claudio Ricardo Jaime"
"Dos (2) Botellas de vino ""Luz de Luna"" + Un (1) pote de nueces + Un (1) pote de pasas de uva";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-27;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Palavecino Liliana del Valle
"Un (1) Cuadro pintado en acrílico ""Soy el León""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-27;Inferior a 4 módulos.;Residencia Presidencial de Olivos;"fines de lucro "" . Jorge Alberto Contrucci- Aldea de Buenos Aires"" Asociación Civil sin"
Un (1) Cuadro con la foto de Prefectura Zona Bajo Paraná;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-23;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Zona Bajo Paraná Leonardo Ramón Rodriguez- Prefecto Mayor- Prefectura
"Un (1) libro: ""Vuelta al Sol""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-20;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Degesi Alejandra
"Un (1) libro: ""30 anos do Real""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-16;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Zanoni Luis Carlos
"Un (1) Tema musical (audio) ""León Demoledor""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-15;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Mendoza Luis Benitez
"Una (1) Placa conmemorativa ""In Honorem Haymarket Martyrs""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-14;Inferior a 4 módulos.;Residencia Presidencial de Olivos;de Sta. Fe Sergio Aladio- Secretario gral del Sindicato de Camioneros de la Pcia
Registro de Obsequios: Placa - Policía de Salta;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-09;Inferior a 4 módulos.;;Policía de la Provincia de Salta
Registro de Obsequios: Medalla - Instituto Argentino de Finanzas;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-06;Inferior a 4 módulos.;;Instituto Argentino de Finanzas
Registro de Obsequios: Caja productos autóctonos - Gobierno de San Juan, Ministro de Seguridad, Gustavo Sánchez;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-09;Inferior a 4 módulos.;;Gobierno de San Juan, Ministerio de Seguridad
Registro de Obsequios: Placa - Secretaria de Estado de Seguridad y Orden Publico Gobierno de San Juan;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-09;Inferior a 4 módulos.;;Secretaria de Estado de Seguridad y Orden Publico Gobierno de San Juan
Registro de Obsequios: Caja productos autóctonos - Gobierno de Catamarca, Ministra Seguridad Catamarca, Fabiola Segura;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-09;Inferior a 4 módulos.;;Gobierno de Catamarca - Ministerio de Seguridad
Registro de Obsequios: Adorno - Gobernador de Salta - Gustavo Sáenz;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-09;Inferior a 4 módulos.;Despacho;Gobierno de Salta
Obsequio de Cortesía: Poncho - Intendente Concepción, Tucumán - Alejandro José Molinuevo;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-09-03;Inferior a 4 módulos.;Despacho;Intendencia Concepción Tucumán
"Libro: ""Argentina, Orígenes y Caudillos"" Ambiciones, corrupción y consecuencias de Ricardo s. Garabello y Castellanos";Francos Guillermo Alberto;Jefe de Gabinete;Jefatura de Gabinete de Ministros;2024-06-04;Inferior a 4 módulos.;;Garabello y Castellanos Ricardo
Una (1) Caja con productos para mascotas;Milei Karina;Sra. Karina Milei- Secretaria Gral de Presidencia;Secretaría General;2024-08-23;Inferior a 4 módulos.;Casa de Gobierno;Peluda Pets (Trixie) Solange Mendizabal - Presidente de Bestia
Un (1) Cuadro con el retrato del Pte Javier Milei y Juan B. Alberdi;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Rosso Néstor Omar
Una (1) Moneda conmmemorativa de Manuel Belgrano Bicentenario;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-22;Inferior a 4 módulos.;Casa de Gobierno;Arslanian Marco Antonio
Un (1) Cuadro con la camiseta de la Selección Argentina firmada por Lionel Messi;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-08;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Valdez Federico
Obsequio de cortesía: Cuadro - Fiscal Gral. De El Salvador, Rodolfo Antonio Delgado Montes;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-08-23;Inferior a 4 módulos.;;Gobierno de El Salvador
Obsequio de Cortesía: Medalla - Dirección Nacional de Inteligencia Criminal DNIC;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-08-21;Inferior a 4 módulos.;;Direccion Nacional de Inteligencia Criminal - DNIC
Obsequio de Cortesía: Cuadro diploma - Congreso Judío Latinoamericano, Comisión Directiva.;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-08-20;Inferior a 4 módulos.;;Congreso Judío Latinoamericano.
Un (1) Mural con el retrato del Pte. Javier Milei;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-06-21;Superior a 4 módulos o imposibilidad de determinar su valor.;Residencia Presidencial de Olivos;Izquierdo Blanco José Agustin
"Un (1) libro: ""Quedate tranquila (lo tenemos a Lijo)";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-14;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Argentina CitizenGO
"Una (1) Letra/ Canción de zamba ""Inmortal""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-13;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Burianek Alberto Oscar
"Un (1) libro: ""Dos laberintos""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-09;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Alloggio Miguel Angel
"Un (1) libro : ""The privatization of everything""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-08;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Hinojosa Sergio Alejandro
Un (1) Cuchillo decorativo artesanal;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-08;Inferior a 4 módulos.;Residencia Presidencial de Olivos;provincia del Neuquén CPN. Rolando FIGUEROA-Gobernador de la
"Una (1) Revista: ""Punta del Este 117 años""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-08;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Klemensiewicz Sylvia
"Dos (2) libros: ""Tus Derechos""/ ""El aviso""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Suarez Leo
Una (1) Chalina Marseille;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-05;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Carrizo Laura
"Un (1) libro: ""92 Aventura , Diario a Bordo""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-05;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Reales Mirta Liliana
"Una (1) Revista: ""Homenaje al Cine Nacional""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-05;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Argentinos Cinematográficos DAC- Directores
"Una (1) Revista: ""Edición Espacial 75 años""- N° 141 Diciembre 2023";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-08-05;Inferior a 4 módulos.;Residencia Presidencial de Olivos;CEPAL Naciones Unidas-
"Un (1) libro: ""América Latina y el Caribe ante el desafío de acelerar el paso hacia el cumplimiento de la Agenda 2030""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Unidas Naciones
Un (1) USB con catálogo de pinturas;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Lushnikov Alexey
"Un (1) Cuadro conmemorativo ""Medalla Friedrich August Von Hayek 2024""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;August von Hayek Consejo de Administración de la Sociedad Friedrich
"Una (1) Caja de alfajores ""Milagros del Cielo""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Ocaranza Fabiana Milagros
"Un (1) libro: ""Botero""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-29;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Restrepo Alvaro
"Un (1) Cd: ""La Patria nos necesita"" + Un (1) libro: ""Industria Argentina """;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-28;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Maggi Adrián
Un (1) Rebenque de madera y alpaca cincelado;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-28;Superior a 4 módulos o imposibilidad de determinar su valor.;Residencia Presidencial de Olivos;Santander Yeny Yurchag
"Obsequio de Cortesía: Libro ""Hacia Una Vida Plena de Sentido"" - Tzvi Grumblatt";Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-08-16;Inferior a 4 módulos.;;Grumblatt Tzvi
Un plato de Porcelana Tsuji con logo impreso - 125 años Argentina - japon;Petri Luis;MINISTRO DE DEFENSA;Ministerio de Defensa;2024-08-09;Inferior a 4 módulos.;;Yamauchi Hiroshi
Un vino marca Karas y un pañuelo;PETTOVELLO SANDRA VIVIANA;Ministro;Ministerio de Capital Humano;2024-08-14;Superior a 4 módulos o imposibilidad de determinar su valor.;;Embajada de Armenia
Orígenes de la participación del pueblo en las Cortes de Europa: Las Cortes de León de 1188. Francisco LA MONEDA DÍAZ. Prólogo de José Antonio ESCUDERO. Thomson Reuters ARANZADI.;BARRA Rodolfo Carlos;Procurador del Tesoro de la Nación;Procuración del Tesoro de la Nación;2024-08-09;Inferior a 4 módulos.;;LA MONEDA DÍAZ Francisco
Una (1) Piedra Geoda Amatista- Wanda Misiones;Milei Javier Gerardo;Sra. Karina Milei- Secretaria Gral de Presidencia;Presidencia de la Nación;2024-07-30;Inferior a 4 módulos.;Casa de Gobierno;Provincia de Misiones Ninfa Alvarenga-Titular de Pami en la
Una (1) Botella de aceite de Oliva Virgen Extra + Un (1) sobre de pistachos+ Un (1) sobre de almendras;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-28;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Mendoza FLOR MIA -
Trinket Box, Ivory Nyonya Collection.;DE LA CRUZ Andrés;Subprocurador del Tesoro de la Nación;Procuración del Tesoro de la Nación;2024-07-26;Inferior a 4 módulos.;Área Procurador;Attorney-General´s Chambers de la República de Singapur
Obsequio de cortesía: Cuadro GNA - José Antonio del Pilar Bogado.;Bullrich Patricia;MINISTRA;MINISTERIO DE SEGURIDAD;2024-08-12;Inferior a 4 módulos.;;Gendarmería Nacional Argentina
"Cuatro (4) Frascos de mermelada ""El Brocal""";Milei Javier Gerardo;Sra. Karina Milei- Secretaria Gral de Presidencia;Presidencia de la Nación;2024-07-28;Inferior a 4 módulos.;Casa de Gobierno;San Pedro El Brocal
Un (1) Vaso térmico;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-28;Inferior a 4 módulos.;Residencia Presidencial de Olivos;"H"" ""ROLAND"
Un (1) Facón conmemorativo de SRA;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-28;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Sociedad Rural Argentina Nicolás Pino- Presidente de la
"Una (1) Botella de Cognac ""Hennessy X.O""";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-25;Superior a 4 módulos o imposibilidad de determinar su valor.;Residencia Presidencial de Olivos;Brigitte Macron Emmanuel Macron- Presidente de la República Francesa
"Una (1) Botella de vino tinto ""Egresados"" + Un (1) Frasco de mermelada de damasco";Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-25;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Nacional de Cuyo Daniela López- Vicedirectora de la Escuela de Agricultura- Uiversidad
Un (1) Cuadro con el retrato del Pte Javier Milei;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Kukulanski Matías
Tres (3) Negativos en Vidrio del Gral. San Martín;Milei Javier Gerardo;Presidente de la Nación;Presidencia de la Nación;2024-07-22;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Diaz Gonzalo Gabriel
